# sent_id = 1003
# file = 00001
# text = 자기계발을 원하는 사람에게 가장 적합한 학교
1	자기계발을	자기+계발을	자기+계발+을	PRON	NP+NNG_JKO	NP+NNG+JKO
20	쓸	쓸	쓰+ㄹ	VERB	VV_ETM	VV+ETM
21	때에는	때+에는	때+에+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
22	고정금리를	고정금리+를	고정금리+를	NOUN	NNG+JKO	NNG+JKO
23	택하는게	택하+는게	택하+는+것+이	VERB	VV+ETM_NNB_JKS	VV+ETM+NNB+JKS
24	유리하다	유리하+다	유리하+다	ADJ	VA+EF	VA+EF
25	.	.	.	PUNC	SF	SF

# sent_id = 1179
# file = 00001
# text = 전문성이 중시되는 기관장을 정권 초 ' 전리품 분배 ' 식으로 물갈이 한다면 피해가 국민에게 돌아간다 .
1	전문성이	전문성+이	전문성+이	NOUN	NNG+JKS	NNG+JKS
2	중시되는	중시되+는	중시되+는	VERB	VV+ETM	VV+ETM
3	기관장을	기관장+을	기관장+을	NOUN	NNG+JKO	NNG+JKO
4	정권	정권	정권	NOUN	NNG	NNG
5	초	초	초	NOUN	NNB	NNB
6	'	'	'	PUNC	SS	SS
7	전리품	전리품	전리품	NOUN	NNG	NNG
8	분배	분배	분배	NOUN	NNG	NNG
9	'	'	'	PUNC	SS	SS
10	식으로	식+으로	식+으로	NOUN	NNB+JKB	NNB+JKB
11	물갈이	물갈이	물갈이	NOUN	NNG	NNG
12	한다면	한+다면	하+ㄴ다면	VERB	VV+EC	VV+EC
13	피해가	피해+가	피해+가	NOUN	NNG+JKS	NNG+JKS
14	국민에게	국민+에게	국민+에게	NOUN	NNG+JKB	NNG+JKB
15	돌아간다	돌아간+다	돌아가+ㄴ다	VERB	VV+EF	VV+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1180
# file = 00001
# text = 농성 학생들이 학교 본관을 계속 점거하고 총장이 여러 차례에 걸쳐 해제하라고 요구했으나 응하지 않은 것은 형법 제 320조의 특수건조물퇴거불응죄를 구성한다 .
1	농성	농성	농성	NOUN	NNG	NNG
2	학생들이	학생들+이	학생들+이	NOUN	NNG+JKS	NNG+JKS
3	학교	학교	학교	NOUN	NNG	NNG
4	본관을	본관+을	본관+을	NOUN	NNG+JKO	NNG+JKO
5	계속	계속	계속	ADV	MAG	MAG
6	점거하고	점거하+고	점거하+고	VERB	VV+EC	VV+EC
7	총장이	총장+이	총장+이	NOUN	NNG+JKS	NNG+JKS
8	여러	여러	여러	DET	MM	MM
9	차례에	차례+에	차례+에	NOUN	NNG+JKB	NNG+JKB
10	걸쳐	걸쳐	걸치+어	VERB	VV_EC	VV+EC
11	해제하라고	해제하+라고	해제하+라고	VERB	VV+EC	VV+EC
12	요구했으나	요구했+으나	요구하+었+으나	VERB	VV+EP_EC	VV+EP+EC
13	응하지	응하+지	응하+지	VERB	VV+EC	VV+EC
14	않은	않+은	않+은	AUX	VX+ETM	VX+ETM
15	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
16	형법	형법	형법	NOUN	NNG	NNG
17	제	제	제	DET	XPN	XPN
18	320조의	320+조의	320+조+의	NUM	SN+NNB_JKG	SN+NNB+JKG
19	특수건조물퇴거불응죄를	특수건조물퇴거불응죄+를	특수건조물퇴거불응죄+를	NOUN	NNG+JKO	NNG+JKO
20	구성한다	구성한+다	구성하+ㄴ다	VERB	VV+EF	VV+EF
21	.	.	.	PUNC	SF	SF

# sent_id = 1182
# file = 00001
# text = 노리고 타격한 것은 아니고 몸이 반응하는 대로 쳤다 .
1	노리고	노리+고	노리+고	VERB	VV+EC	VV+EC
2	타격한	타격한	타격하+ㄴ	VERB	VV_ETM	VV+ETM
3	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
4	아니고	아니+고	아니+고	ADJ	VCN+EC	VCN+EC
5	몸이	몸+이	몸+이	NOUN	NNG+JKS	NNG+JKS
6	반응하는	반응하+는	반응하+는	VERB	VV+ETM	VV+ETM
7	대로	대로	대로	NOUN	NNB	NNB
8	쳤다	쳤+다	치+었+다	VERB	VV+EP_EF	VV+EP+EF
9	.	.	.	PUNC	SF	SF

# sent_id = 1183
# file = 00001
# text = 민주통합당 대선후보 경선에서 지금은 지지가 미미한 후보라도 본선 경쟁력을 입증하면 승리할 수 있다 .
1	민주통합당	민주통합당	민주통합당	PROPN	NNP	NNP
2	대선후보	대선후보	대선후보	NOUN	NNG	NNG
3	경선에서	경선+에서	경선+에서	NOUN	NNG+JKB	NNG+JKB
4	지금은	지금+은	지금+은	NOUN	NNG+JX	NNG+JX
5	지지가	지지+가	지지+가	NOUN	NNG+JKS	NNG+JKS
6	미미한	미미한	미미하+ㄴ	ADJ	VA_ETM	VA+ETM
7	후보라도	후보+라도	후보+라도	NOUN	NNG+JX	NNG+JX
8	본선	본선	본선	NOUN	NNG	NNG
9	경쟁력을	경쟁력+을	경쟁력+을	NOUN	NNG+JKO	NNG+JKO
10	입증하면	입증하+면	입증하+면	VERB	VV+EC	VV+EC
11	승리할	승리할	승리하+ㄹ	VERB	VV_ETM	VV+ETM
12	수	수	수	NOUN	NNB	NNB
13	있다	있+다	있+다	ADJ	VA+EF	VA+EF
14	.	.	.	PUNC	SF	SF

# sent_id = 1184
# file = 00001
# text = 모든 대학의 논술 관련 자료를 수험생과 고교가 쉽게 얻을 수 있도록 대교협 홈페이지를 통해 서비스하겠다 .
1	모든	모든	모든	DET	MM	MM
2	대학의	대학+의	대학+의	NOUN	NNG+JKG	NNG+JKG
3	논술	논술	논술	NOUN	NNG	NNG
4	관련	관련	관련	NOUN	NNG	NNG
5	자료를	자료+를	자료+를	NOUN	NNG+JKO	NNG+JKO
6	수험생과	수험생+과	수험생+과	NOUN	NNG+JC	NNG+JC
7	고교가	고교+가	고교+가	NOUN	NNG+JKS	NNG+JKS
8	쉽게	쉽+게	쉽+게	ADJ	VA+EC	VA+EC
9	얻을	얻+을	얻+을	VERB	VV+ETM	VV+ETM
10	수	수	수	NOUN	NNB	NNB
11	있도록	있+도록	있+도록	ADJ	VA+EC	VA+EC
12	대교협	대교협	대교협	PROPN	NNP	NNP
13	홈페이지를	홈페이지+를	홈페이지+를	NOUN	NNG+JKO	NNG+JKO
14	통해	통해	통하+어	VERB	VV_EC	VV+EC
15	서비스하겠다	서비스하+겠다	서비스하+겠+다	VERB	VV+EP_EF	VV+EP+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1185
# file = 00001
# text = 이번달 중순으로 계획하고 있던 통합 이사회를 또 다시 연기하고 노조와 성실한 대화 노력을 계속해 나가기로 했다 .
1	이번달	이번달	이번달	NOUN	NNG	NNG
2	중순으로	중순+으로	중순+으로	NOUN	NNG+JKB	NNG+JKB
3	계획하고	계획하+고	계획하+고	VERB	VV+EC	VV+EC
4	있던	있+던	있+던	AUX	VX+ETM	VX+ETM
5	통합	통합	통합	NOUN	NNG	NNG
6	이사회를	이사회+를	이사회+를	NOUN	NNG+JKO	NNG+JKO
7	또	또	또	ADV	MAG	MAG
8	다시	다시	다시	ADV	MAG	MAG
9	연기하고	연기하+고	연기하+고	VERB	VV+EC	VV+EC
10	노조와	노조+와	노조+와	NOUN	NNG+JC	NNG+JC
11	성실한	성실한	성실하+ㄴ	ADJ	VA_ETM	VA+ETM
12	대화	대화	대화	NOUN	NNG	NNG
13	노력을	노력+을	노력+을	NOUN	NNG+JKO	NNG+JKO
14	계속해	계속해	계속하+어	VERB	VV_EC	VV+EC
15	나가기로	나가+기로	나가+기+로	AUX	VX+ETN_JKB	VX+ETN+JKB
16	했다	했+다	하+었+다	VERB	VV+EP_EF	VV+EP+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1186
# file = 00001
# text = 지난 10년간 세계적으로 , 특히 우리 한국 출신으로 유엔사무총장을 성대하게 역임하고 퇴임하는 것을 이희호 여사님은 진심으로 축하하신다고 한다 .
1	지난	지난	지나+ㄴ	VERB	VV_ETM	VV+ETM
2	10년간	10+년간	10+년+간	NUM	SN+NNB_XSN	SN+NNB+XSN
3	세계적으로	세계적+으로	세계적+으로	NOUN	NNG+JKB	NNG+JKB
4	,	,	,	PUNC	SP	SP
5	특히	특히	특히	ADV	MAG	MAG
6	우리	우리	우리	PRON	NP	NP
7	한국	한국	한국	PROPN	NNP	NNP
8	출신으로	출신+으로	출신+으로	NOUN	NNG+JKB	NNG+JKB
9	유엔사무총장을	유엔사무총장+을	유엔사무총장+을	PROPN	NNP+JKO	NNP+JKO
10	성대하게	성대하+게	성대하+게	ADJ	VA+EC	VA+EC
11	역임하고	역임하+고	역임하+고	VERB	VV+EC	VV+EC
12	퇴임하는	퇴임하+는	퇴임하+는	VERB	VV+ETM	VV+ETM
13	것을	것+을	것+을	NOUN	NNB+JKO	NNB+JKO
14	이희호	이희호	이희호	PROPN	NNP	NNP
15	여사님은	여사님+은	여사님+은	NOUN	NNG+JX	NNG+JX
16	진심으로	진심+으로	진심+으로	NOUN	NNG+JKB	NNG+JKB
17	축하하신다고	축하하+신다고	축하하+시+ㄴ다고	VERB	VV+EP_EC	VV+EP+EC
18	한다	한+다	하+ㄴ다	VERB	VV+EF	VV+EF
19	.	.	.	PUNC	SF	SF

# sent_id = 1187
# file = 00001
# text = 조금씩 논의들이 나아가고 있다 .
1	조금씩	조금씩	조금씩	ADV	MAG	MAG
2	논의들이	논의들+이	논의들+이	NOUN	NNG+JKS	NNG+JKS
3	나아가고	나아가+고	나아가+고	VERB	VV+EC	VV+EC
4	있다	있+다	있+다	AUX	VX+EF	VX+EF
5	.	.	.	PUNC	SF	SF

# sent_id = 1188
# file = 00001
# text = 그렇지만 이제 최저임금 상승했을 때 자영업자나 중소기업의 피해 , 비정규직을 전부 정규직화 할 수 있는가에 따른 노동계 반발 , 탈원전 반드시 해야 하지만 전기료 , 전기 부족 등을 보면 세금 폭탄 , 건보료 폭탄이 예상되기에 문제점도 있다 .
1	그렇지만	그렇지만	그렇지만	CCONJ	MAJ	MAJ
2	이제	이제	이제	ADV	MAG	MAG
3	최저임금	최저임금	최저임금	NOUN	NNG	NNG
4	상승했을	상승했+을	상승하+었+을	VERB	VV+EP_ETM	VV+EP+ETM
5	때	때	때	NOUN	NNG	NNG
6	자영업자나	자영업자+나	자영업자+나	NOUN	NNG+JC	NNG+JC
7	중소기업의	중소기업+의	중소기업+의	NOUN	NNG+JKG	NNG+JKG
8	피해	피해	피해	NOUN	NNG	NNG
9	,	,	,	PUNC	SP	SP
10	비정규직을	비정규직+을	비정규직+을	NOUN	NNG+JKO	NNG+JKO
11	전부	전부	전부	ADV	MAG	MAG
12	정규직화	정규직화	정규직화	NOUN	NNG	NNG
13	할	할	하+ㄹ	VERB	VV_ETM	VV+ETM
14	수	수	수	NOUN	NNB	NNB
15	있는가에	있+는가에	있+는가+에	ADJ	VA+EC_JKB	VA+EC+JKB
16	따른	따른	따르+ㄴ	VERB	VV_ETM	VV+ETM
17	노동계	노동계	노동계	NOUN	NNG	NNG
18	반발	반발	반발	NOUN	NNG	NNG
19	,	,	,	PUNC	SP	SP
20	탈원전	탈원전	탈원전	NOUN	NNG	NNG
21	반드시	반드시	반드시	ADV	MAG	MAG
22	해야	해+야	하+어야	VERB	VV+EC	VV+EC
23	하지만	하+지만	하+지만	AUX	VX+EC	VX+EC
24	전기료	전기료	전기료	NOUN	NNG	NNG
25	,	,	,	PUNC	SP	SP
26	전기	전기	전기	NOUN	NNG	NNG
27	부족	부족	부족	NOUN	NNG	NNG
28	등을	등+을	등+을	NOUN	NNB+JKO	NNB+JKO
29	보면	보+면	보+면	VERB	VV+EC	VV+EC
30	세금	세금	세금	NOUN	NNG	NNG
31	폭탄	폭탄	폭탄	NOUN	NNG	NNG
32	,	,	,	PUNC	SP	SP
33	건보료	건보료	건보료	NOUN	NNG	NNG
34	폭탄이	폭탄+이	폭탄+이	NOUN	NNG+JKS	NNG+JKS
35	예상되기에	예상되+기에	예상되+기+에	VERB	VV+ETN_JKB	VV+ETN+JKB
36	문제점도	문제점+도	문제점+도	NOUN	NNG+JX	NNG+JX
37	있다	있+다	있+다	ADJ	VA+EF	VA+EF
38	.	.	.	PUNC	SF	SF

# sent_id = 1189
# file = 00001
# text = 저도 병원을 방문했었기 때문에 자진신고를 위해 129에 수십차례 전화를 했지만 연결이 되지 않았다 .
1	저도	저+도	저+도	PRON	NP+JX	NP+JX
2	병원을	병원+을	병원+을	NOUN	NNG+JKO	NNG+JKO
3	방문했었기	방문했+었기	방문하+었었+기	VERB	VV+EP_ETN	VV+EP+ETN
4	때문에	때문+에	때문+에	NOUN	NNB+JKB	NNB+JKB
5	자진신고를	자진신고+를	자진신고+를	NOUN	NNG+JKO	NNG+JKO
6	위해	위해	위하+어	VERB	VV_EC	VV+EC
7	129에	129+에	129+에	NUM	SN+JKB	SN+JKB
8	수십차례	수십+차례	수십+차례	NOUN	NR+NNG	NR+NNG
9	전화를	전화+를	전화+를	NOUN	NNG+JKO	NNG+JKO
10	했지만	했+지만	하+었+지만	VERB	VV+EP_EC	VV+EP+EC
11	연결이	연결+이	연결+이	NOUN	NNG+JKC	NNG+JKC
12	되지	되+지	되+지	VERB	VV+EC	VV+EC
13	않았다	않+았다	않+았+다	AUX	VX+EP_EF	VX+EP+EF
14	.	.	.	PUNC	SF	SF

# sent_id = 1190
# file = 00001
# text = 결국 복지부 관계자에게 문의를 해서 하루에 두 번씩 전화문진을 받는 능동감시대상자로 판정받았다 .
1	결국	결국	결국	NOUN	NNG	NNG
2	복지부	복지부	복지부	NOUN	NNG	NNG
3	관계자에게	관계자+에게	관계자+에게	NOUN	NNG+JKB	NNG+JKB
4	문의를	문의+를	문의+를	NOUN	NNG+JKO	NNG+JKO
5	해서	해+서	하+어서	VERB	VV+EC	VV+EC
6	하루에	하루+에	하루+에	NOUN	NNG+JKB	NNG+JKB
7	두	두	두	DET	MM	MM
8	번씩	번+씩	번+씩	NOUN	NNB+XSN	NNB+XSN
9	전화문진을	전화문진+을	전화문진+을	NOUN	NNG+JKO	NNG+JKO
10	받는	받+는	받+는	VERB	VV+ETM	VV+ETM
11	능동감시대상자로	능동감시대상자+로	능동감시대상자+로	NOUN	NNG+JKB	NNG+JKB
12	판정받았다	판정받+았다	판정받+았+다	VERB	VV+EP_EF	VV+EP+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1191
# file = 00001
# text = 커브를 낮게 던져 헛스윙을 유도하려 했는데 높게 들어가는 실투가 됐다 .
1	커브를	커브+를	커브+를	NOUN	NNG+JKO	NNG+JKO
2	낮게	낮+게	낮+게	ADJ	VA+EC	VA+EC
3	던져	던져	던지+어	VERB	VV_EC	VV+EC
4	헛스윙을	헛스윙+을	헛스윙+을	NOUN	NNG+JKO	NNG+JKO
5	유도하려	유도하+려	유도하+려	VERB	VV+EC	VV+EC
6	했는데	했+는데	하+었+는데	AUX	VX+EP_EC	VX+EP+EC
7	높게	높+게	높+게	ADJ	VA+EC	VA+EC
8	들어가는	들어가+는	들어가+는	VERB	VV+ETM	VV+ETM
9	실투가	실투+가	실투+가	NOUN	NNG+JKC	NNG+JKC
10	됐다	됐+다	되+었+다	VERB	VV+EP_EF	VV+EP+EF
11	.	.	.	PUNC	SF	SF

# sent_id = 1192
# file = 00001
# text = 사실상 오늘로 지역사회에서의 메르스 유행 가능성이 없어졌다 .
1	사실상	사실상	사실상	NOUN	NNG	NNG
2	오늘로	오늘+로	오늘+로	NOUN	NNG+JKB	NNG+JKB
3	지역사회에서의	지역사회+에서의	지역사회+에서+의	NOUN	NNG+JKB_JKG	NNG+JKB+JKG
4	메르스	메르스	메르스	NOUN	NNP	NNP
5	유행	유행	유행	NOUN	NNG	NNG
6	가능성이	가능성+이	가능성+이	NOUN	NNG+JKS	NNG+JKS
7	없어졌다	없어졌+다	없어지+었+다	VERB	VV+EP_EF	VV+EP+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1193
# file = 00001
# text = 국민들이 일상생활하는 데에는 문제가 없도록 현재 메르스 환자는 통제 내에 들어와 있다 .
1	국민들이	국민들+이	국민들+이	NOUN	NNG+JKS	NNG+JKS
2	일상생활하는	일상생활하+는	일상생활하+는	VERB	VV+ETM	VV+ETM
3	데에는	데+에는	데+에+는	NOUN	NNB+JKB_JX	NNB+JKB+JX
4	문제가	문제+가	문제+가	NOUN	NNG+JKS	NNG+JKS
5	없도록	없+도록	없+도록	ADJ	VA+EC	VA+EC
6	현재	현재	현재	ADV	MAG	MAG
7	메르스	메르스	메르스	NOUN	NNP	NNP
8	환자는	환자+는	환자+는	NOUN	NNG+JX	NNG+JX
9	통제	통제	통제	NOUN	NNG	NNG
10	내에	내+에	내+에	NOUN	NNB+JKB	NNB+JKB
11	들어와	들어와	들어오+아	VERB	VV_EC	VV+EC
12	있다	있+다	있+다	AUX	VX+EF	VX+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1194
# file = 00001
# text = 민주당이나 다른 정당의 신임투표에 나서지 않겠다 .
1	민주당이나	민주당+이나	민주당+이나	PROPN	NNP+JC	NNP+JC
2	다른	다른	다른	DET	MM	MM
3	정당의	정당+의	정당+의	NOUN	NNG+JKG	NNG+JKG
4	신임투표에	신임투표+에	신임투표+에	NOUN	NNG+JKB	NNG+JKB
5	나서지	나서+지	나서+지	VERB	VV+EC	VV+EC
6	않겠다	않+겠다	않+겠+다	AUX	VX+EP_EF	VX+EP+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1195
# file = 00001
# text = 차명재산 여부가 불분명해 가압류를 불허한다 .
1	차명재산	차명재산	차명재산	NOUN	NNG	NNG
2	여부가	여부+가	여부+가	NOUN	NNG+JKS	NNG+JKS
3	불분명해	불분명해	불분명하+어	ADJ	VA_EC	VA+EC
4	가압류를	가압류+를	가압류+를	NOUN	NNG+JKO	NNG+JKO
5	불허한다	불허한+다	불허하+ㄴ다	VERB	VV+EF	VV+EF
6	.	.	.	PUNC	SF	SF

# sent_id = 1196
# file = 00001
# text = 변호사 동석 하에 조사를 진행했기 때문에 가혹행위는 있을 수 없다 .
1	변호사	변호사	변호사	NOUN	NNG	NNG
2	동석	동석	동석	NOUN	NNG	NNG
3	하에	하+에	하+에	PART	XSN+JKB	XSN+JKB
4	조사를	조사+를	조사+를	NOUN	NNG+JKO	NNG+JKO
5	진행했기	진행했+기	진행하+었+기	VERB	VV+EP_ETN	VV+EP+ETN
6	때문에	때문+에	때문+에	NOUN	NNB+JKB	NNB+JKB
7	가혹행위는	가혹행위+는	가혹행위+는	NOUN	NNG+JX	NNG+JX
8	있을	있+을	있+을	ADJ	VA+ETM	VA+ETM
9	수	수	수	NOUN	NNB	NNB
10	없다	없+다	없+다	ADJ	VA+EF	VA+EF
11	.	.	.	PUNC	SF	SF

# sent_id = 1197
# file = 00001
# text = 올해는 내년은 , 내후년엔 더 좋을 것으로 보인다 .
1	올해는	올해+는	올해+는	NOUN	NNG+JX	NNG+JX
2	내년은	내년+은	내년+은	NOUN	NNG+JX	NNG+JX
3	,	,	,	PUNC	SP	SP
4	내후년엔	내후년+엔	내후년+에+ㄴ	NOUN	NNG+JKB_JX	NNG+JKB+JX
5	더	더	더	ADV	MAG	MAG
6	좋을	좋+을	좋+을	ADJ	VA+ETM	VA+ETM
7	것으로	것+으로	것+으로	NOUN	NNB+JKB	NNB+JKB
8	보인다	보인+다	보이+ㄴ다	VERB	VV+EF	VV+EF
9	.	.	.	PUNC	SF	SF

# sent_id = 1198
# file = 00001
# text = 당시 매우 보수적 수준으로 현금을 보유한 덕에 경기 침체를 극복할 수 있었다 .
1	당시	당시	당시	NOUN	NNG	NNG
2	매우	매우	매우	ADV	MAG	MAG
3	보수적	보수적	보수적	NOUN	NNG	NNG
4	수준으로	수준+으로	수준+으로	NOUN	NNG+JKB	NNG+JKB
5	현금을	현금+을	현금+을	NOUN	NNG+JKO	NNG+JKO
6	보유한	보유한	보유하+ㄴ	VERB	VV_ETM	VV+ETM
7	덕에	덕+에	덕+에	NOUN	NNG+JKB	NNG+JKB
8	경기	경기	경기	NOUN	NNG	NNG
9	침체를	침체+를	침체+를	NOUN	NNG+JKO	NNG+JKO
10	극복할	극복할	극복하+ㄹ	VERB	VV_ETM	VV+ETM
11	수	수	수	NOUN	NNB	NNB
12	있었다	있+었다	있+었+다	ADJ	VA+EP_EF	VA+EP+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1199
# file = 00001
# text = 오빠는 재산이 많고 연금도 받고 있다 .
1	오빠는	오빠+는	오빠+는	NOUN	NNG+JX	NNG+JX
2	재산이	재산+이	재산+이	NOUN	NNG+JKS	NNG+JKS
3	많고	많+고	많+고	ADJ	VA+EC	VA+EC
4	연금도	연금+도	연금+도	NOUN	NNG+JX	NNG+JX
5	받고	받+고	받+고	VERB	VV+EC	VV+EC
6	있다	있+다	있+다	AUX	VX+EF	VX+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1200
# file = 00001
# text = 오빠에게 부양료를 분담하자고 제안했지만 거부하고 있다 .
1	오빠에게	오빠+에게	오빠+에게	NOUN	NNG+JKB	NNG+JKB
2	부양료를	부양료+를	부양료+를	NOUN	NNG+JKO	NNG+JKO
3	분담하자고	분담하+자고	분담하+자고	VERB	VV+EC	VV+EC
4	제안했지만	제안했+지만	제안하+었+지만	VERB	VV+EP_EC	VV+EP+EC
5	거부하고	거부하+고	거부하+고	VERB	VV+EC	VV+EC
6	있다	있+다	있+다	AUX	VX+EF	VX+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1201
# file = 00001
# text = 현재로선 배를 구입한다고 해도 필요가 없다 .
1	현재로선	현재+로선	현재+로서+ㄴ	NOUN	NNG+JKB_JX	NNG+JKB+JX
2	배를	배+를	배+를	NOUN	NNG+JKO	NNG+JKO
3	구입한다고	구입한+다고	구입하+ㄴ다고	VERB	VV+EC	VV+EC
4	해도	해+도	하+어도	VERB	VV+EC	VV+EC
5	필요가	필요+가	필요+가	NOUN	NNG+JKS	NNG+JKS
6	없다	없+다	없+다	ADJ	VA+EF	VA+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1204
# file = 00001
# text = 결정한다고 했는데 이건 고양이에게 생선을 맡기는 것이기 때문에 대통령령으로 해야 한다 .
1	결정한다고	결정한+다고	결정하+ㄴ다고	VERB	VV+EC	VV+EC
2	했는데	했+는데	하+었+는데	VERB	VV+EP_EC	VV+EP+EC
3	이건	이건	이것+ㄴ	PRON	NP_JX	NP+JX
4	고양이에게	고양이+에게	고양이+에게	NOUN	NNG+JKB	NNG+JKB
5	생선을	생선+을	생선+을	NOUN	NNG+JKO	NNG+JKO
6	맡기는	맡기+는	맡기+는	VERB	VV+ETM	VV+ETM
7	것이기	것+이기	것+이+기	VERB	NNB+VCP_ETN	NNB+VCP+ETN
8	때문에	때문+에	때문+에	NOUN	NNB+JKB	NNB+JKB
9	대통령령으로	대통령령+으로	대통령령+으로	NOUN	NNG+JKB	NNG+JKB
10	해야	해+야	하+어야	VERB	VV+EC	VV+EC
11	한다	한+다	하+ㄴ다	AUX	VX+EF	VX+EF
12	.	.	.	PUNC	SF	SF

# sent_id = 1205
# file = 00001
# text = 증세 없이 복지공약 실현이 가능하다 .
1	증세	증세	증세	NOUN	NNG	NNG
2	없이	없이	없이	ADV	MAG	MAG
3	복지공약	복지공약	복지공약	NOUN	NNG	NNG
4	실현이	실현+이	실현+이	NOUN	NNG+JKS	NNG+JKS
5	가능하다	가능하+다	가능하+다	ADJ	VA+EF	VA+EF
6	.	.	.	PUNC	SF	SF

# sent_id = 1206
# file = 00001
# text = 가처분 결정 이후 징수한 저작물 사용료를 반환하라 .
1	가처분	가처분	가처분	NOUN	NNG	NNG
2	결정	결정	결정	NOUN	NNG	NNG
3	이후	이후	이후	NOUN	NNG	NNG
4	징수한	징수한	징수하+ㄴ	VERB	VV_ETM	VV+ETM
5	저작물	저작물	저작물	NOUN	NNG	NNG
6	사용료를	사용료+를	사용료+를	NOUN	NNG+JKO	NNG+JKO
7	반환하라	반환하+라	반환하+라	VERB	VV+EF	VV+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1207
# file = 00001
# text = 도민 의견이 수집되는 대로 공약 변경 여부를 확정할 예정
1	도민	도민	도민	NOUN	NNG	NNG
2	의견이	의견+이	의견+이	NOUN	NNG+JKS	NNG+JKS
3	수집되는	수집되+는	수집되+는	VERB	VV+ETM	VV+ETM
4	대로	대로	대로	NOUN	NNB	NNB
5	공약	공약	공약	NOUN	NNG	NNG
6	변경	변경	변경	NOUN	NNG	NNG
7	여부를	여부+를	여부+를	NOUN	NNG+JKO	NNG+JKO
8	확정할	확정할	확정하+ㄹ	VERB	VV_ETM	VV+ETM
9	예정	예정	예정	NOUN	NNG	NNG

# sent_id = 1208
# file = 00001
# text = 중요한 것은 학력이 아니라 기술과 경험을 공유하는 연구실 문화
1	중요한	중요한	중요하+ㄴ	ADJ	VA_ETM	VA+ETM
2	것은	것+은	것+은	NOUN	NNB+JX	NNB+JX
3	학력이	학력+이	학력+이	NOUN	NNG+JKC	NNG+JKC
4	아니라	아니+라	아니+라	ADJ	VCN+EC	VCN+EC
5	기술과	기술+과	기술+과	NOUN	NNG+JC	NNG+JC
6	경험을	경험+을	경험+을	NOUN	NNG+JKO	NNG+JKO
7	공유하는	공유하+는	공유하+는	VERB	VV+ETM	VV+ETM
8	연구실	연구실	연구실	NOUN	NNG	NNG
9	문화	문화	문화	NOUN	NNG	NNG

# sent_id = 1209
# file = 00001
# text = 대졸이기 때문에 연구에 지장을 받은 적이 없다 .
1	대졸이기	대졸+이기	대졸+이+기	VERB	NNG+VCP_ETN	NNG+VCP+ETN
2	때문에	때문+에	때문+에	NOUN	NNB+JKB	NNB+JKB
3	연구에	연구+에	연구+에	NOUN	NNG+JKB	NNG+JKB
4	지장을	지장+을	지장+을	NOUN	NNG+JKO	NNG+JKO
5	받은	받+은	받+은	VERB	VV+ETM	VV+ETM
6	적이	적+이	적+이	NOUN	NNB+JKS	NNB+JKS
7	없다	없+다	없+다	ADJ	VA+EF	VA+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1210
# file = 00001
# text = QDII 자금은 중국의 국부펀드에 비해 상대적으로 단기성 자금의 성격이 있지만 대체로 국내 증시 활성화와 외국인 투자자 다변화 측면에서 긍정적인 요인이 크다 .
1	QDII	QDII	QDII	NOUN	SL	SL
2	자금은	자금+은	자금+은	NOUN	NNG+JX	NNG+JX
3	중국의	중국+의	중국+의	PROPN	NNP+JKG	NNP+JKG
4	국부펀드에	국부펀드+에	국부펀드+에	NOUN	NNG+JKB	NNG+JKB
5	비해	비해	비하+어	VERB	VV_EC	VV+EC
6	상대적으로	상대적+으로	상대적+으로	NOUN	NNG+JKB	NNG+JKB
7	단기성	단기성	단기성	NOUN	NNG	NNG
8	자금의	자금+의	자금+의	NOUN	NNG+JKG	NNG+JKG
9	성격이	성격+이	성격+이	NOUN	NNG+JKS	NNG+JKS
10	있지만	있+지만	있+지만	ADJ	VA+EC	VA+EC
11	대체로	대체로	대체로	ADV	MAG	MAG
12	국내	국내	국내	NOUN	NNG	NNG
13	증시	증시	증시	NOUN	NNG	NNG
14	활성화와	활성화+와	활성화+와	NOUN	NNG+JC	NNG+JC
15	외국인	외국인	외국인	NOUN	NNG	NNG
16	투자자	투자자	투자자	NOUN	NNG	NNG
17	다변화	다변화	다변화	NOUN	NNG	NNG
18	측면에서	측면+에서	측면+에서	NOUN	NNG+JKB	NNG+JKB
19	긍정적인	긍정적+인	긍정적+이+ㄴ	VERB	NNG+VCP_ETM	NNG+VCP+ETM
20	요인이	요인+이	요인+이	NOUN	NNG+JKS	NNG+JKS
21	크다	크+다	크+다	ADJ	VA+EF	VA+EF
22	.	.	.	PUNC	SF	SF

# sent_id = 1211
# file = 00001
